the_geom,sysid,sum_min,num_trip,lat,lng,sysname,year,assigned_month,pct_ttl_num_trips,bin_num_trip,mar_ind,sysorder,may_ind,dateStr,dateTxt,display,sysname_alt,yroverchange,yroverchange_bin,trip_type
POINT (-122.410143 37.773833),42,4507322.167,347356,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,10,0.080542733,3,1,2,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",0.326130446,2,1
POINT (-118.2436849 34.0522342),73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,9,,,1,9,1,08/28/22 through 10/01/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,2
POINT (-87.6297982 41.8781136),60,486126.4167,33433,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,3,0.320107619,4,1,4,1,02/27/22 through 03/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",1.885886923,4,2
POINT (-87.6297982 41.8781136),60,9997225.367,565788,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,6,0.114303077,4,1,4,1,05/29/22 through 06/25/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",0.002883929,1,1
POINT (-122.410143 37.773833),42,6102957.9,457776,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,9,0.070892898,3,1,2,1,08/28/22 through 10/01/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",0.365289177,2,1
POINT (-71.0588801 42.3600825),1,1996672.1,157476,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,12,0.063483182,3,1,5,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",0.043108473,1,1
POINT (-87.6297982 41.8781136),60,7143482.883,419118,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,5,0.10273477,4,1,4,1,05/01/22 through 05/28/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",0.110852545,1,1
POINT (-122.410143 37.773833),42,1223531.633,81230,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,6,0.413828589,4,1,2,1,05/29/22 through 06/25/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",0.02825388,1,2
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2022,12,,,0,12,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,9999
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2022,3,,,1,1,1,02/27/22 through 03/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,2
POINT (-97.7492916839957 30.2703327863944),53,365664,25107,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2022,11,0.007038674,1,0,12,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",0.106522697,1,1
POINT (-74.039894 40.724851),9999,1249662.6,101467,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,8,0.019818776,1,1,6,1,07/31/22 through 08/27/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",0.259708497,2,1
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,5,,,1,6,1,05/01/22 through 05/28/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,2
POINT (-77.0368707 38.9071923),56,38364.86667,3186,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,1,0.078116955,3,0,3,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",-0.491460495,-2,9999
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,5,,,1,5,1,05/01/22 through 05/28/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,9999
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2022,4,,,1,1,1,03/27/22 through 04/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,2
POINT (-122.410143 37.773833),42,549335.1333,38176,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,9,0.354406877,4,1,2,1,08/28/22 through 10/01/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",-0.200904258,-1,9999
POINT (-75.1652215 39.9525839),43,969290,72484,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2022,11,0.020320678,1,0,7,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",0.080463882,1,1
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2022,9,,,0,12,1,08/28/22 through 10/01/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,2
POINT (-72.673371 40.909849),3,35513800.2,2669116,40.909849,-72.673371,"CitiBike (New York, NY)",2022,10,0.618897895,4,1,1,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",-0.003132768,-1,1
POINT (-82.9987942 39.9611755),58,1421.733333,118,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,2,0.001425,1,1,8,1,01/30/22 through 02/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",1.681818182,4,2
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2022,3,,,0,7,1,02/27/22 through 03/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,2
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,4,,,0,11,1,03/27/22 through 04/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,1
POINT (-74.039894 40.724851),9999,759611.3,67981,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,4,0.016934223,1,1,6,1,03/27/22 through 04/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",1.602342763,4,1
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2022,11,,,0,12,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,2
POINT (-77.0368707 38.9071923),56,266534.8667,16542,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,7,0.064015789,3,0,3,1,06/26/22 through 07/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",-0.166061706,-1,2
POINT (-87.6297982 41.8781136),60,1433599.283,92303,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,6,0.470240309,4,1,4,1,05/29/22 through 06/25/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",0.334514068,2,2
POINT (-93.2650108 44.977753),25,149987.8167,9025,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,7,0.034925795,2,1,10,1,06/26/22 through 07/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",-0.081611886,-1,2
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,12,,,0,11,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,9999
POINT (-77.0368707 38.9071923),56,2127959,163261,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,12,0.065815285,3,0,3,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",-0.065959151,-1,1
POINT (-85.3096801 35.0456297),54,251103,8018,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,3,0.003025775,1,0,10,1,02/27/22 through 03/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",0.034580645,1,1
POINT (-72.673371 40.909849),3,21789597.42,1661066,40.909849,-72.673371,"CitiBike (New York, NY)",2022,3,0.626841013,4,1,1,1,02/27/22 through 03/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",0.25353065,2,1
POINT (-97.7492916839957 30.2703327863944),53,339459,19639,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2022,8,0.003835936,1,0,12,1,07/31/22 through 08/27/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",0.404893054,2,1
POINT (-97.7492916839957 30.2703327863944),53,428069,21594,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2022,7,0.003517614,1,0,12,1,06/26/22 through 07/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",0.261479145,2,1
POINT (-93.2650108 44.977753),25,409345.2167,21494,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,8,0.004198259,1,1,10,1,07/31/22 through 08/27/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",-0.103220961,-1,1
POINT (-87.6297982 41.8781136),60,1454765.55,141822,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,12,0.057172597,3,1,4,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",-0.209248903,-1,1
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,8,,,0,13,1,07/31/22 through 08/27/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,1
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,7,,,0,11,1,06/26/22 through 07/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-122.410143 37.773833),42,929511.7333,62342,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,2,0.752859058,4,1,2,1,01/30/22 through 02/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",0.32192536,2,2
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,3,,,1,14,1,02/27/22 through 03/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,1
POINT (-93.2650108 44.977753),25,310652.3833,15347,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,5,0.003761877,1,1,10,1,05/01/22 through 05/28/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",-0.154575001,-1,1
POINT (-118.2436849 34.0522342),73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,1,,,1,9,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,9999
POINT (-87.6297982 41.8781136),60,4207452.633,290736,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,4,0.072423006,3,1,4,1,03/27/22 through 04/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",-0.144745706,-1,1
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2022,9,,,1,1,1,08/28/22 through 10/01/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,2
POINT (-74.039894 40.724851),9999,1300624.783,116927,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,9,0.018107751,1,1,6,1,08/28/22 through 10/01/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",0.072036307,1,1
POINT (-74.039894 40.724851),9999,780505.6,79642,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,10,0.018466888,1,1,6,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",0.030684215,1,1
POINT (-118.2436849 34.0522342),73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,5,,,1,9,1,05/01/22 through 05/28/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,2
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,6,,,0,13,1,05/29/22 through 06/25/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,5,,,0,13,1,05/01/22 through 05/28/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,9999
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,6,,,1,6,1,05/29/22 through 06/25/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,2
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,2,,,0,11,1,01/30/22 through 02/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,8,,,1,6,1,07/31/22 through 08/27/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,9999
POINT (-122.410143 37.773833),42,1285928.3,88866,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,4,0.554331553,4,1,2,1,03/27/22 through 04/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",0.210873416,1,2
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2022,11,,,1,1,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,2
POINT (-82.9987942 39.9611755),58,10176.51667,570,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,11,0.004388261,1,1,8,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",0.435768262,2,2
POINT (-118.2436849 34.0522342),73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,3,,,1,9,1,02/27/22 through 03/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,9999
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,3,,,1,6,1,02/27/22 through 03/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,2
POINT (-97.7492916839957 30.2703327863944),53,568561,38639,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2022,10,0.008959369,1,0,12,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",0.283389245,2,1
POINT (-122.410143 37.773833),42,1325498.633,92754,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,7,0.358948163,4,1,2,1,06/26/22 through 07/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",-0.058487961,-1,2
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,2,,,0,10,1,01/30/22 through 02/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,9999
POINT (-72.673371 40.909849),3,47545405.65,3212091,40.909849,-72.673371,"CitiBike (New York, NY)",2022,8,0.627393261,4,1,1,1,07/31/22 through 08/27/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",0.198351828,1,1
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2022,2,,,1,1,1,01/30/22 through 02/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,9999
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,11,,,0,11,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2022,6,,,1,1,1,05/29/22 through 06/25/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,9999
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,5,,,1,6,1,05/01/22 through 05/28/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,9999
POINT (-87.6297982 41.8781136),60,1779460.933,133438,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,9,0.488617431,4,1,4,1,08/28/22 through 10/01/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",0.512851037,3,2
POINT (-82.9987942 39.9611755),58,143058.5833,6084,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,6,0.001229117,1,1,8,1,05/29/22 through 06/25/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",0.707549818,3,1
POINT (-82.9987942 39.9611755),58,2587.466667,174,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,5,0.00234533,1,1,8,1,05/01/22 through 05/28/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",-0.236842105,-1,9999
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2022,6,,,0,7,1,05/29/22 through 06/25/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,2
POINT (-82.9987942 39.9611755),58,18732.35,1045,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,7,0.004044039,1,1,8,1,06/26/22 through 07/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",0.382275132,2,2
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,1,,,1,5,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,9999
POINT (-87.6297982 41.8781136),60,403336.8,35995,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,10,0.467091433,4,1,4,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",-0.404883936,-2,9999
POINT (-77.0368707 38.9071923),56,188042.8333,11753,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,8,0.053942042,3,0,3,1,07/31/22 through 08/27/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",-0.080431891,-1,2
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,8,,,0,11,1,07/31/22 through 08/27/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,9,,,0,13,1,08/28/22 through 10/01/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-82.9987942 39.9611755),58,9729.5,478,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,4,0.002981686,1,1,8,1,03/27/22 through 04/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",0.604026846,3,2
POINT (-77.0368707 38.9071923),56,58622.18333,4217,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,3,0.076617006,3,0,3,1,02/27/22 through 03/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",-0.476734086,-2,9999
POINT (-77.0368707 38.9071923),56,80408.86667,5469,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,10,0.07096883,3,0,3,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",-0.190137717,-1,9999
POINT (-118.2436849 34.0522342),73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,10,,,1,9,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,2
POINT (-118.2436849 34.0522342),73,438047,20226,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,2,0.011152828,1,1,9,1,01/30/22 through 02/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",0.301544402,2,1
POINT (-82.9987942 39.9611755),58,43524.78333,2309,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,11,0.000647321,1,1,8,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",0.317170565,2,1
POINT (-82.9987942 39.9611755),58,5983.533333,402,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,8,0.004837021,1,1,8,1,07/31/22 through 08/27/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",0.264150943,2,9999
POINT (-77.0368707 38.9071923),56,113251.1333,7416,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,6,0.093566661,3,0,3,1,05/29/22 through 06/25/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",-0.452046697,-2,9999
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,5,,,0,13,1,05/01/22 through 05/28/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,1
POINT (-97.7492916839957 30.2703327863944),53,310130,14805,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2022,1,0.008709905,1,0,12,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",0.488538106,2,1
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,11,,,1,6,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,2
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,9,,,0,11,1,08/28/22 through 10/01/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,9999
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,7,,,1,5,1,06/26/22 through 07/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,9999
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,3,,,0,11,1,02/27/22 through 03/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,9999
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,4,,,0,10,1,03/27/22 through 04/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,9999
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2022,12,,,1,1,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,9999
POINT (-82.9987942 39.9611755),58,954.5333333,97,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,12,0.002828731,1,1,8,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",-0.093457944,-1,9999
POINT (-122.410143 37.773833),42,872031.5333,64370,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,11,0.495565547,4,1,2,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",-0.080008004,-1,2
POINT (-77.0368707 38.9071923),56,83518.4,5845,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,11,0.122685865,4,0,3,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",0.088049144,1,9999
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2022,5,,,0,7,1,05/01/22 through 05/28/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,2
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,1,,,1,6,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,9999
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,2,,,1,5,1,01/30/22 through 02/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,2
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2022,7,,,0,7,1,06/26/22 through 07/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,9999
